,date,l_ipn,r_asn,f,category
19764,2006-09-25,8,6517,47,1
19765,2006-09-25,8,6650,2,0
19766,2006-09-25,8,8075,2,0
19767,2006-09-25,8,8196,1,0
19768,2006-09-25,8,8220,1,0
19785,2006-09-25,9,6432,3,0
19786,2006-09-25,9,8070,1,0
19787,2006-09-25,9,8075,2,0
19818,2006-09-26,0,5413,1,0
19819,2006-09-26,0,5617,375,1
19820,2006-09-26,0,6395,1,0
19821,2006-09-26,0,6432,1,0
19822,2006-09-26,0,6461,1,0
19823,2006-09-26,0,6939,1,0
19824,2006-09-26,0,7132,2,0
19825,2006-09-26,0,8560,2,0
19826,2006-09-26,0,9121,1,0
19827,2006-09-26,0,9584,1,0
19828,2006-09-26,0,9800,1,0
19857,2006-09-26,2,5617,552,1
19858,2006-09-26,2,5650,153,1
19859,2006-09-26,2,5661,3,0
19860,2006-09-26,2,7018,198,1
19861,2006-09-26,2,7065,29,1
19862,2006-09-26,2,7132,1,0
19863,2006-09-26,2,7377,77,1
19864,2006-09-26,2,8167,724,1
19865,2006-09-26,2,8422,5,0
19866,2006-09-26,2,9584,1,0
19882,2006-09-26,3,8151,2,0
19883,2006-09-26,3,9584,1,0
19884,2006-09-26,3,9916,205,1
19913,2006-09-26,4,5067,2,0
19914,2006-09-26,4,5413,2,0
19915,2006-09-26,4,6432,64,1
19916,2006-09-26,4,6461,4,0
19917,2006-09-26,4,7132,10,1
19918,2006-09-26,4,7543,1,0
19919,2006-09-26,4,7837,1,0
19920,2006-09-26,4,7859,4,0
19921,2006-09-26,4,8001,1,0
19922,2006-09-26,4,8341,6,1
19923,2006-09-26,4,8473,75,1
19924,2006-09-26,4,8605,14,1
19925,2006-09-26,4,9167,3,0
19926,2006-09-26,4,9584,1,0
19966,2006-09-26,6,8434,1,0
19967,2006-09-26,6,9916,79,1
19987,2006-09-26,7,6432,2,0
19988,2006-09-26,7,6453,12,1
19989,2006-09-26,7,6461,31,1
19990,2006-09-26,7,7018,1,0
19991,2006-09-26,7,7342,4,0
19992,2006-09-26,7,8070,1,0
19993,2006-09-26,7,8075,5,0
19994,2006-09-26,7,9156,11,1
20031,2006-09-26,8,5662,21,1
20032,2006-09-26,8,8075,2,0
20053,2006-09-26,9,6318,36,1
20054,2006-09-26,9,6334,30,1
20055,2006-09-26,9,6432,14,1
20056,2006-09-26,9,6453,6,1
20057,2006-09-26,9,6939,17,1
20058,2006-09-26,9,7342,1,0
20059,2006-09-26,9,7743,14,1
20060,2006-09-26,9,8070,1,0
20061,2006-09-26,9,8075,3,0
20093,2006-09-27,0,6432,2,0
20094,2006-09-27,0,6461,1,0
20095,2006-09-27,0,6478,1,0
20096,2006-09-27,0,6724,2,0
20097,2006-09-27,0,6739,1,0
20098,2006-09-27,0,6830,1,0
20099,2006-09-27,0,6939,1,0
20100,2006-09-27,0,6993,2,0
20101,2006-09-27,0,7418,1,0
20102,2006-09-27,0,8404,1,0
20103,2006-09-27,0,8560,1,0
20104,2006-09-27,0,9121,1,0
20138,2006-09-27,2,5650,208,1
20139,2006-09-27,2,7018,157,1
20140,2006-09-27,2,7065,3,0
20141,2006-09-27,2,7132,6,1
20142,2006-09-27,2,7377,82,1
20143,2006-09-27,2,7774,1,0
20144,2006-09-27,2,9416,2,0
20158,2006-09-27,3,9916,213,1
20166,2006-09-27,4,6428,1,0
20167,2006-09-27,4,7132,14,1
20168,2006-09-27,4,9416,2,0
20187,2006-09-27,7,6128,5,0
20188,2006-09-27,7,6461,1,0
20189,2006-09-27,7,6472,2,0
20190,2006-09-27,7,8070,2,0
20191,2006-09-27,7,8075,2,0
20192,2006-09-27,7,8560,2,0
20193,2006-09-27,7,9156,8,1
20223,2006-09-27,8,5662,60,1
20224,2006-09-27,8,6128,1,0
20225,2006-09-27,8,7065,7,1
20226,2006-09-27,8,7497,2,0
20227,2006-09-27,8,7939,1,0
20228,2006-09-27,8,8070,17,1
20229,2006-09-27,8,8075,11,1
20230,2006-09-27,8,8560,1,0
20231,2006-09-27,8,9044,1,0
20232,2006-09-27,8,9431,3,0
20262,2006-09-27,9,8070,1,0
20263,2006-09-27,9,8075,2,0
20282,2006-09-28,0,5413,1,0
20283,2006-09-28,0,6428,1,0
20284,2006-09-28,0,6432,1,0
20285,2006-09-28,0,6724,2,0
20286,2006-09-28,0,6746,5,0
20287,2006-09-28,0,6939,1,0
20288,2006-09-28,0,7796,1,0
20289,2006-09-28,0,8002,1,0
20290,2006-09-28,0,8075,2,0
20291,2006-09-28,0,8560,1,0
20292,2006-09-28,0,9318,2,0
20320,2006-09-28,2,5650,74,1
20321,2006-09-28,2,6106,1,0
20322,2006-09-28,2,6746,2,0
20323,2006-09-28,2,7018,154,1
20324,2006-09-28,2,7065,5,0
20325,2006-09-28,2,7132,4,0
20326,2006-09-28,2,7377,72,1
20327,2006-09-28,2,9318,2,0
20350,2006-09-28,4,6746,2,0
20351,2006-09-28,4,7018,50,1
20352,2006-09-28,4,7132,4,0
20353,2006-09-28,4,8708,1,0
20354,2006-09-28,4,9318,2,0
20369,2006-09-28,7,7113,2,0
20370,2006-09-28,7,7132,4,0
20371,2006-09-28,7,8070,2,0
20372,2006-09-28,7,8075,4,0
20373,2006-09-28,7,9156,3,0
20374,2006-09-28,7,9218,3,0
20392,2006-09-28,8,5662,29,1
20393,2006-09-28,8,6307,9,1
20394,2006-09-28,8,6334,18,1
20395,2006-09-28,8,6453,4,0
20396,2006-09-28,8,7859,2,0
20397,2006-09-28,8,8075,1,0
20416,2006-09-28,9,6318,5,0
20417,2006-09-28,9,6432,8,1
20418,2006-09-28,9,6453,4,0
20419,2006-09-28,9,6461,1,0
20420,2006-09-28,9,6992,1,0
20421,2006-09-28,9,7743,25,1
20422,2006-09-28,9,8070,1,0
20423,2006-09-28,9,8075,2,0
20447,2006-09-29,0,5617,1,0
20448,2006-09-29,0,6327,2,0
20449,2006-09-29,0,6395,1,0
20450,2006-09-29,0,6432,2,0
20451,2006-09-29,0,6461,1,0
20452,2006-09-29,0,6478,1,0
20453,2006-09-29,0,6713,1,0
20454,2006-09-29,0,6724,1,0
20455,2006-09-29,0,6746,1,0
20456,2006-09-29,0,6939,1,0
20457,2006-09-29,0,8151,4,0
20458,2006-09-29,0,8404,1,0
20459,2006-09-29,0,8560,1,0
20460,2006-09-29,0,9318,109,1
20461,2006-09-29,0,9551,1,0
20462,2006-09-29,0,9837,5,0
20487,2006-09-29,2,5650,13,1
20488,2006-09-29,2,6713,2,0
20489,2006-09-29,2,6746,1,0
20490,2006-09-29,2,7018,221,1
20491,2006-09-29,2,7065,45,1
20492,2006-09-29,2,7132,79,1
20493,2006-09-29,2,7377,79,1
20494,2006-09-29,2,7774,1,0
20495,2006-09-29,2,8151,1,0
20496,2006-09-29,2,9318,199,1
20497,2006-09-29,2,9551,1,0
20516,2006-09-29,4,6327,29,1
20517,2006-09-29,4,6428,1,0
20518,2006-09-29,4,6746,1,0
20519,2006-09-29,4,7132,25,1
20520,2006-09-29,4,8422,1,0
20521,2006-09-29,4,9318,659,1
20522,2006-09-29,4,9551,1,0
20538,2006-09-29,7,5650,1,0
20539,2006-09-29,7,7113,2,0
20540,2006-09-29,7,8043,2,0
20541,2006-09-29,7,8070,1,0
20542,2006-09-29,7,8075,2,0
20543,2006-09-29,7,9156,10,1
20564,2006-09-29,8,5078,3,0
20565,2006-09-29,8,5650,1,0
20566,2006-09-29,8,5662,55,1
20567,2006-09-29,8,6307,7,1
20568,2006-09-29,8,6334,60,1
20569,2006-09-29,8,6453,2,0
20570,2006-09-29,8,6461,3,0
20571,2006-09-29,8,8043,1,0
20572,2006-09-29,8,8070,5,0
20573,2006-09-29,8,8075,2,0
20588,2006-09-29,9,6939,1,0
20589,2006-09-29,9,8070,2,0
20590,2006-09-29,9,8075,2,0
20603,2006-09-30,0,5396,1,0
20604,2006-09-30,0,6400,21,1
20605,2006-09-30,0,6461,1,0
20606,2006-09-30,0,6517,1,0
20607,2006-09-30,0,6746,2,0
20608,2006-09-30,0,7029,1,0
20609,2006-09-30,0,7132,4,0
20610,2006-09-30,0,8151,15,1
20611,2006-09-30,0,9141,2,0
20612,2006-09-30,0,9316,49,1
20613,2006-09-30,0,9498,1,0
20644,2006-09-30,2,5089,1,0
20645,2006-09-30,2,5413,1,0
20646,2006-09-30,2,5661,3,0
20647,2006-09-30,2,6360,1,0
20648,2006-09-30,2,6432,2,0
20649,2006-09-30,2,6517,1,0
20650,2006-09-30,2,6724,1,0
20651,2006-09-30,2,6746,2,0
20652,2006-09-30,2,7018,147,1
20653,2006-09-30,2,7132,6,1
20654,2006-09-30,2,7377,82,1
20655,2006-09-30,2,8151,120,1
20656,2006-09-30,2,8246,1,0
20657,2006-09-30,2,9316,309,1
20697,2006-09-30,4,6517,1,0
20698,2006-09-30,4,6746,2,0
20699,2006-09-30,4,7132,13,1
20700,2006-09-30,4,8151,42,1
20701,2006-09-30,4,9316,309,1
20712,2006-09-30,7,8070,1,0
20713,2006-09-30,7,8075,2,0
20745,2006-09-30,8,5400,8,1
20746,2006-09-30,8,5662,31,1
20747,2006-09-30,8,5723,40,1
20748,2006-09-30,8,5739,3,0
20749,2006-09-30,8,6334,20,1
20750,2006-09-30,8,6366,3,0
20751,2006-09-30,8,6461,42,1
20752,2006-09-30,8,6939,3,0
20753,2006-09-30,8,7301,8,1
20754,2006-09-30,8,7939,14,1
20755,2006-09-30,8,8001,3,0
20756,2006-09-30,8,8075,2,0
20757,2006-09-30,8,8151,46,1
20758,2006-09-30,8,8220,22,1
20801,2006-09-30,9,8070,1,0
20802,2006-09-30,9,8075,2,0
13,2006-07-01,0,10738,1,0
14,2006-07-01,0,10994,1,0
15,2006-07-01,0,12334,1,0
16,2006-07-01,0,12524,1,0
17,2006-07-01,0,12542,1,0
18,2006-07-01,0,13343,1,0
19,2006-07-01,0,13446,1,0
20,2006-07-01,0,13462,20,1
21,2006-07-01,0,13867,1,0
22,2006-07-01,0,13989,1,0
23,2006-07-01,0,14501,37,1
24,2006-07-01,0,16755,1,0
25,2006-07-01,0,17228,1,0
26,2006-07-01,0,19262,1,0
27,2006-07-01,0,19444,1,0
46,2006-07-01,1,11908,5,0
47,2006-07-01,1,12859,52,1
48,2006-07-01,1,14501,3,0
49,2006-07-01,1,14777,4,0
50,2006-07-01,1,14778,2,0
51,2006-07-01,1,15557,1,0
52,2006-07-01,1,19548,1,0
63,2006-07-01,2,14501,62,1
64,2006-07-01,2,19918,50,1
73,2006-07-01,3,11908,6,0
74,2006-07-01,3,14501,2,0
75,2006-07-01,3,15290,1,0
76,2006-07-01,3,17429,1,0
84,2006-07-01,4,11908,1,0
85,2006-07-01,4,14501,34,1
86,2006-07-01,4,14778,6,0
95,2006-07-01,5,11908,6,0
96,2006-07-01,5,13867,2,0
97,2006-07-01,5,14366,8,0
98,2006-07-01,5,14501,1,0
99,2006-07-01,5,15290,2,0
105,2006-07-01,6,10565,11,1
106,2006-07-01,6,11908,13,1
107,2006-07-01,6,12968,1,0
108,2006-07-01,6,14501,2,0
109,2006-07-01,6,15290,4,0
110,2006-07-01,6,17429,1,0
111,2006-07-01,6,19548,1,0
124,2006-07-01,7,10565,2,0
125,2006-07-01,7,10763,5,0
126,2006-07-01,7,12222,2,0
127,2006-07-01,7,15169,32,1
128,2006-07-01,7,15290,2,0
129,2006-07-01,7,15830,19,1
130,2006-07-01,7,16759,4,0
131,2006-07-01,7,17210,7,0
132,2006-07-01,7,18924,48,1
133,2006-07-01,7,19306,15,1
171,2006-07-01,8,10913,4,0
172,2006-07-01,8,12552,4,0
173,2006-07-01,8,13890,4,0
174,2006-07-01,8,15169,228,1
175,2006-07-01,8,15290,1,0
176,2006-07-01,8,17374,5,0
201,2006-07-01,9,10565,1,0
202,2006-07-01,9,10763,6,0
203,2006-07-01,9,10794,7,0
204,2006-07-01,9,11266,59,1
205,2006-07-01,9,11486,15,1
206,2006-07-01,9,11499,6,0
207,2006-07-01,9,12182,9,0
208,2006-07-01,9,12217,12,1
209,2006-07-01,9,12222,7,0
210,2006-07-01,9,14779,79,1
211,2006-07-01,9,14780,328,1
212,2006-07-01,9,15169,40,1
213,2006-07-01,9,16509,15,1
214,2006-07-01,9,17110,8,0
234,2006-07-02,0,10139,1,0
235,2006-07-02,0,11351,2,0
236,2006-07-02,0,12322,1,0
237,2006-07-02,0,12542,1,0
238,2006-07-02,0,12946,1,0
239,2006-07-02,0,13462,16,1
240,2006-07-02,0,13749,849,1
241,2006-07-02,0,15802,1,0
242,2006-07-02,0,17506,2,0
243,2006-07-02,0,17858,1,0
244,2006-07-02,0,19262,1,0
271,2006-07-02,1,11351,1,0
272,2006-07-02,1,11427,2,0
273,2006-07-02,1,11908,1,0
274,2006-07-02,1,12302,53,1
275,2006-07-02,1,12322,1,0
276,2006-07-02,1,13571,2,0
277,2006-07-02,1,13749,849,1
278,2006-07-02,1,13767,4,0
279,2006-07-02,1,14777,7,0
280,2006-07-02,1,14778,16,1
281,2006-07-02,1,15169,10,1
282,2006-07-02,1,16852,2,0
283,2006-07-02,1,17184,3,0
284,2006-07-02,1,19548,2,0
285,2006-07-02,1,19945,1,0
302,2006-07-02,2,12513,3,0
303,2006-07-02,2,13749,849,1
312,2006-07-02,3,13582,1,0
313,2006-07-02,3,13749,1,0
314,2006-07-02,3,17184,4,0
318,2006-07-02,4,13749,390,1
319,2006-07-02,4,14778,4,0
334,2006-07-02,5,10139,7,0
335,2006-07-02,5,11351,2,0
336,2006-07-02,5,13749,1,0
337,2006-07-02,5,13867,2,0
338,2006-07-02,5,14366,4,0
339,2006-07-02,5,17184,2,0
340,2006-07-02,5,17429,2,0
348,2006-07-02,6,13749,1,0
349,2006-07-02,6,17184,2,0
355,2006-07-02,7,17184,2,0
356,2006-07-02,7,18924,48,1
361,2006-07-02,8,13749,570,1
362,2006-07-02,8,15169,105,1
389,2006-07-03,0,12270,1,0
390,2006-07-03,0,12970,1,0
391,2006-07-03,0,13462,17,1
392,2006-07-03,0,13867,1,0
393,2006-07-03,0,16338,1,0
394,2006-07-03,0,18229,1,0
395,2006-07-03,0,19115,1,0
396,2006-07-03,0,19864,48,1
430,2006-07-03,1,11427,1,0
431,2006-07-03,1,11456,1,0
432,2006-07-03,1,12271,1,0
433,2006-07-03,1,12302,190,1
434,2006-07-03,1,12322,1,0
435,2006-07-03,1,13767,4,0
436,2006-07-03,1,14742,2,0
437,2006-07-03,1,14777,12,1
438,2006-07-03,1,14778,13,1
439,2006-07-03,1,14780,1,0
440,2006-07-03,1,15169,5,0
441,2006-07-03,1,17974,2,0
442,2006-07-03,1,18229,1,0
443,2006-07-03,1,19318,2,0
444,2006-07-03,1,19429,2,0
467,2006-07-03,2,12260,4,0
468,2006-07-03,2,16572,8,0
469,2006-07-03,2,18229,1,0
470,2006-07-03,2,19306,3,0
483,2006-07-03,3,17429,1,0
484,2006-07-03,3,18229,1,0
485,2006-07-03,3,19318,1,0
492,2006-07-03,4,14777,2,0
493,2006-07-03,4,18229,1,0
513,2006-07-03,5,12222,3,0
514,2006-07-03,5,13867,2,0
515,2006-07-03,5,14779,1,0
516,2006-07-03,5,15169,3,0
517,2006-07-03,5,18229,2,0
518,2006-07-03,5,19318,6,0
536,2006-07-03,6,18229,2,0
537,2006-07-03,6,19318,2,0
563,2006-07-03,7,10565,11,1
564,2006-07-03,7,10910,9,0
565,2006-07-03,7,12182,3,0
566,2006-07-03,7,12222,4,0
567,2006-07-03,7,13649,1,0
568,2006-07-03,7,13749,1,0
569,2006-07-03,7,14745,1,0
570,2006-07-03,7,14992,4,0
571,2006-07-03,7,15169,130,1
572,2006-07-03,7,16966,16,1
573,2006-07-03,7,18924,56,1
574,2006-07-03,7,19024,2,0
575,2006-07-03,7,19355,2,0
598,2006-07-03,8,10763,2,0
599,2006-07-03,8,11734,1,0
600,2006-07-03,8,11771,10,1
601,2006-07-03,8,12222,4,0
602,2006-07-03,8,13749,279,1
603,2006-07-03,8,15169,253,1
604,2006-07-03,8,17820,2,0
605,2006-07-03,8,18229,169,1
632,2006-07-03,9,10565,1,0
633,2006-07-03,9,10763,6,0
634,2006-07-03,9,10794,8,0
635,2006-07-03,9,11266,44,1
636,2006-07-03,9,12168,4,0
637,2006-07-03,9,12179,6,0
638,2006-07-03,9,12182,9,0
639,2006-07-03,9,12217,12,1
640,2006-07-03,9,14297,10,1
641,2006-07-03,9,14443,12,1
642,2006-07-03,9,14744,2,0
643,2006-07-03,9,15104,60,1
644,2006-07-03,9,15169,255,1
645,2006-07-03,9,17392,5,0
646,2006-07-03,9,19296,5,0
647,2006-07-03,9,19355,3,0
648,2006-07-03,9,19536,26,1
670,2006-07-04,0,10796,1,0
671,2006-07-04,0,11172,1,0
672,2006-07-04,0,11398,1,0
673,2006-07-04,0,13462,32,1
674,2006-07-04,0,13609,1,0
675,2006-07-04,0,14780,1,0
676,2006-07-04,0,18229,79,1
677,2006-07-04,0,19191,1,0
678,2006-07-04,0,19262,2,0
719,2006-07-04,1,11232,1,0
720,2006-07-04,1,11351,3,0
721,2006-07-04,1,12302,201,1
722,2006-07-04,1,14777,12,1
723,2006-07-04,1,14778,6,0
724,2006-07-04,1,15169,12,1
725,2006-07-04,1,17429,1,0
726,2006-07-04,1,18229,66,1
727,2006-07-04,1,19191,18,1
745,2006-07-04,2,18229,11,1
746,2006-07-04,2,19181,1,0
760,2006-07-04,3,18229,4,0
767,2006-07-04,4,14778,7,0
768,2006-07-04,4,18229,14,1
788,2006-07-04,5,13867,2,0
789,2006-07-04,5,18229,2,0
790,2006-07-04,5,19191,2,0
805,2006-07-04,6,17429,1,0
806,2006-07-04,6,18229,2,0
807,2006-07-04,6,19191,4,0
821,2006-07-04,7,10565,1,0
822,2006-07-04,7,12168,2,0
823,2006-07-04,7,15169,52,1
824,2006-07-04,7,17225,4,0
825,2006-07-04,7,18924,48,1
826,2006-07-04,7,19306,7,0
860,2006-07-04,8,10913,1,0
861,2006-07-04,8,11078,2,0
862,2006-07-04,8,11486,10,1
863,2006-07-04,8,12552,1,0
864,2006-07-04,8,13890,1,0
865,2006-07-04,8,14492,8,0
866,2006-07-04,8,15169,296,1
867,2006-07-04,8,17374,2,0
868,2006-07-04,8,18229,684,1
879,2006-07-04,9,11922,1,0
906,2006-07-05,0,11305,1,0
907,2006-07-05,0,11351,1,0
908,2006-07-05,0,11427,1,0
909,2006-07-05,0,13462,18,1
910,2006-07-05,0,13749,2,0
911,2006-07-05,0,13867,2,0
912,2006-07-05,0,14492,1,0
913,2006-07-05,0,15802,1,0
914,2006-07-05,0,16814,1,0
915,2006-07-05,0,19296,1,0
944,2006-07-05,1,10197,2,0
945,2006-07-05,1,10292,2,0
946,2006-07-05,1,12302,196,1
947,2006-07-05,1,12742,2,0
948,2006-07-05,1,13749,12,1
949,2006-07-05,1,13767,9,0
950,2006-07-05,1,13768,3,0
951,2006-07-05,1,14778,6,0
952,2006-07-05,1,14780,1,0
953,2006-07-05,1,15169,7,0
954,2006-07-05,1,17897,1,0
977,2006-07-05,2,12513,2,0
978,2006-07-05,2,13749,29,1
979,2006-07-05,2,19918,48,1
990,2006-07-05,3,10292,1,0
991,2006-07-05,3,13749,1,0
1000,2006-07-05,4,13749,2,0
1001,2006-07-05,4,14778,2,0
1017,2006-07-05,5,10292,4,0
1018,2006-07-05,5,13749,2,0
1019,2006-07-05,5,13867,2,0
1029,2006-07-05,6,10292,2,0
1030,2006-07-05,6,13749,2,0
1031,2006-07-05,6,18118,2,0
1044,2006-07-05,7,10292,5,0
1045,2006-07-05,7,10565,2,0
1046,2006-07-05,7,12222,1,0
1047,2006-07-05,7,14992,3,0
1048,2006-07-05,7,15169,38,1
1049,2006-07-05,7,18924,48,1
1050,2006-07-05,7,19306,25,1
1086,2006-07-05,8,10292,1,0
1087,2006-07-05,8,11078,7,0
1088,2006-07-05,8,11486,50,1
1089,2006-07-05,8,13749,1,0
1090,2006-07-05,8,15169,395,1
1091,2006-07-05,8,15598,1,0
1128,2006-07-05,9,10316,4,0
1129,2006-07-05,9,10565,1,0
1130,2006-07-05,9,10763,1,0
1131,2006-07-05,9,10794,10,1
1132,2006-07-05,9,11486,5,0
1133,2006-07-05,9,11734,2,0
1134,2006-07-05,9,11944,225,1
1135,2006-07-05,9,12111,25,1
1136,2006-07-05,9,12168,4,0
1137,2006-07-05,9,12179,18,1
1138,2006-07-05,9,12182,117,1
1139,2006-07-05,9,13756,8,0
1140,2006-07-05,9,14297,2,0
1141,2006-07-05,9,14744,3,0
1142,2006-07-05,9,14745,1,0
1143,2006-07-05,9,14835,3,0
1144,2006-07-05,9,15104,58,1
1145,2006-07-05,9,15169,112,1
1146,2006-07-05,9,15270,9,0
1147,2006-07-05,9,15496,19,1
1148,2006-07-05,9,17020,211,1
1149,2006-07-05,9,17225,1,0
1150,2006-07-05,9,17392,4,0
1151,2006-07-05,9,19024,1,0
1191,2006-07-06,0,11062,2,0
1192,2006-07-06,0,11398,1,0
1193,2006-07-06,0,11819,1,0
1194,2006-07-06,0,13462,15,1
1195,2006-07-06,0,13867,1,0
1196,2006-07-06,0,17228,1,0
1197,2006-07-06,0,17608,1,0
1198,2006-07-06,0,17858,1,0
1199,2006-07-06,0,18229,2,0
1200,2006-07-06,0,19262,2,0
1232,2006-07-06,1,11062,1,0
1233,2006-07-06,1,11351,2,0
1234,2006-07-06,1,11486,3,0
1235,2006-07-06,1,12297,3,0
1236,2006-07-06,1,14777,10,1
1237,2006-07-06,1,14778,10,1
1238,2006-07-06,1,15169,6,0
1239,2006-07-06,1,15802,1,0
1240,2006-07-06,1,17465,4,0
1241,2006-07-06,1,17506,4,0
1242,2006-07-06,1,18182,1,0
1243,2006-07-06,1,18229,3,0
1267,2006-07-06,2,11414,17,1
1268,2006-07-06,2,18182,1,0
1269,2006-07-06,2,19918,351,1
1276,2006-07-06,3,11062,2,0
1277,2006-07-06,3,12297,1,0
1278,2006-07-06,3,17429,1,0
1279,2006-07-06,3,18229,1,0
1286,2006-07-06,4,11062,1,0
1287,2006-07-06,4,14778,2,0
1288,2006-07-06,4,18229,3,0
1300,2006-07-06,5,11062,6,0
1301,2006-07-06,5,12297,2,0
1302,2006-07-06,5,13867,2,0
1303,2006-07-06,5,18229,2,0
1312,2006-07-06,6,11062,6,0
1313,2006-07-06,6,12297,2,0
1314,2006-07-06,6,18182,2,0
1315,2006-07-06,6,18229,2,0
1331,2006-07-06,7,10565,11,1
1332,2006-07-06,7,10910,9,0
1333,2006-07-06,7,11115,83,1
1334,2006-07-06,7,12182,2,0
1335,2006-07-06,7,12222,5,0
1336,2006-07-06,7,15169,78,1
1337,2006-07-06,7,17210,37,1
1338,2006-07-06,7,17225,5,0
1339,2006-07-06,7,17358,4,0
1340,2006-07-06,7,18924,48,1
1341,2006-07-06,7,19024,3,0
1342,2006-07-06,7,19306,10,1
1343,2006-07-06,7,19535,12,1
1366,2006-07-06,8,10763,2,0
1367,2006-07-06,8,11486,30,1
1368,2006-07-06,8,12168,2,0
1369,2006-07-06,8,12222,15,1
1370,2006-07-06,8,15169,339,1
1371,2006-07-06,8,16509,13,1
1394,2006-07-06,9,10565,1,0
1395,2006-07-06,9,10933,3,0
1396,2006-07-06,9,11266,96,1
1397,2006-07-06,9,12168,10,1
1398,2006-07-06,9,12222,7,0
1399,2006-07-06,9,13593,2,0
1400,2006-07-06,9,14780,143,1
1401,2006-07-06,9,15169,801,1
1402,2006-07-06,9,16509,3,0
1403,2006-07-06,9,16966,5,0
1404,2006-07-06,9,17052,1,0
1405,2006-07-06,9,17225,20,1
1406,2006-07-06,9,17232,13,1
1445,2006-07-07,0,11426,1,0
1446,2006-07-07,0,11486,1,0
1447,2006-07-07,0,12262,1,0
1448,2006-07-07,0,13367,1,0
1449,2006-07-07,0,13462,20,1
1450,2006-07-07,0,14272,1,0
1451,2006-07-07,0,14390,1,0
1452,2006-07-07,0,14742,2,0
1453,2006-07-07,0,14779,1,0
1454,2006-07-07,0,17621,1,0
1455,2006-07-07,0,19262,2,0
1456,2006-07-07,0,19296,1,0
1484,2006-07-07,1,11486,4,0
1485,2006-07-07,1,14777,9,0
1486,2006-07-07,1,14778,10,1
1487,2006-07-07,1,15169,6,0
1488,2006-07-07,1,17633,1,0
1489,2006-07-07,1,17672,1,0
1490,2006-07-07,1,17964,71,1
1510,2006-07-07,2,11414,40,1
1511,2006-07-07,2,15169,15,1
1512,2006-07-07,2,16572,2,0
1513,2006-07-07,2,16912,35,1
1514,2006-07-07,2,17225,1,0
1515,2006-07-07,2,17233,8,0
1516,2006-07-07,2,19181,1,0
1517,2006-07-07,2,19918,700,1
1544,2006-07-07,5,13867,2,0
1553,2006-07-07,6,17672,1,0
1567,2006-07-07,7,10565,8,0
1568,2006-07-07,7,10933,2,0
1569,2006-07-07,7,12182,1,0
1570,2006-07-07,7,12222,1,0
1571,2006-07-07,7,13733,4,0
1572,2006-07-07,7,13911,1,0
1573,2006-07-07,7,15169,72,1
1574,2006-07-07,7,17210,4,0
1575,2006-07-07,7,17225,1,0
1576,2006-07-07,7,18924,48,1
1577,2006-07-07,7,19535,2,0
1591,2006-07-07,8,10437,3,0
1592,2006-07-07,8,15169,254,1
1609,2006-07-07,9,10565,1,0
1610,2006-07-07,9,10763,7,0
1611,2006-07-07,9,10794,21,1
1612,2006-07-07,9,11944,41,1
1613,2006-07-07,9,12179,2,0
1614,2006-07-07,9,12222,1,0
1615,2006-07-07,9,14780,909,1
1616,2006-07-07,9,15169,270,1
1617,2006-07-07,9,19296,2,0
1641,2006-07-08,0,10091,1,0
1642,2006-07-08,0,10738,1,0
1643,2006-07-08,0,11426,2,0
1644,2006-07-08,0,11427,1,0
1645,2006-07-08,0,11955,1,0
1646,2006-07-08,0,13462,13,1
1647,2006-07-08,0,13867,1,0
1648,2006-07-08,0,14383,2,0
1649,2006-07-08,0,17964,98,1
1650,2006-07-08,0,19262,2,0
1651,2006-07-08,0,19548,2,0
1672,2006-07-08,1,11486,4,0
1673,2006-07-08,1,14383,6,0
1674,2006-07-08,1,14777,10,1
1675,2006-07-08,1,14778,14,1
1676,2006-07-08,1,14780,1,0
1677,2006-07-08,1,15169,4,0
1678,2006-07-08,1,17147,2,0
1679,2006-07-08,1,17429,1,0
1680,2006-07-08,1,17964,100,1
1699,2006-07-08,2,17964,99,1
1714,2006-07-08,3,14383,2,0
1715,2006-07-08,3,17897,1,0
1716,2006-07-08,3,17964,1,0
1723,2006-07-08,4,14383,7,0
1724,2006-07-08,4,14778,2,0
1725,2006-07-08,4,17429,1,0
1726,2006-07-08,4,17964,99,1
1742,2006-07-08,5,13867,2,0
1743,2006-07-08,5,14383,2,0
1744,2006-07-08,5,17964,1,0
1753,2006-07-08,6,14383,1,0
1770,2006-07-08,7,10565,9,0
1771,2006-07-08,7,10763,4,0
1772,2006-07-08,7,11486,5,0
1773,2006-07-08,7,11509,26,1
1774,2006-07-08,7,12168,4,0
1775,2006-07-08,7,12179,31,1
1776,2006-07-08,7,12182,5,0
1777,2006-07-08,7,12222,12,1
1778,2006-07-08,7,14134,4,0
1779,2006-07-08,7,14780,32,1
1780,2006-07-08,7,14806,24,1
1781,2006-07-08,7,15169,86,1
1782,2006-07-08,7,15293,1,0
1783,2006-07-08,7,18713,2,0
1784,2006-07-08,7,18754,1,0
1785,2006-07-08,7,18924,48,1
1810,2006-07-08,8,11078,2,0
1811,2006-07-08,8,11486,4,0
1812,2006-07-08,8,11922,8,0
1813,2006-07-08,8,13768,1539,1
1814,2006-07-08,8,13789,5,0
1815,2006-07-08,8,14492,2,0
1816,2006-07-08,8,15169,503,1
1817,2006-07-08,8,17964,36,1
1834,2006-07-08,9,10565,1,0
1835,2006-07-08,9,11922,1,0
1836,2006-07-08,9,11944,66,1
